DENOM_SOCIAL|DT_REG|DT_CANCEL|SIT|DT_INI_SIT|CD_CVM|SETOR_ATIV|CONTROLE_ACIONARIO
IND DE MAQS AGRICOLAS IDEAL SA|1971-10-20|1991-05-06|CANCELADA|1991-05-06|7072|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
IND PAPEIS SANTO AMARO SA|1977-07-20|2005-03-22|CANCELADA|2005-03-22|7080|Papel e Celulose|PRIVADO
IND PAPEL PAPELAO S.ROBERTO SA|1983-11-28|1996-11-11|CANCELADA|1996-11-11|7099|Embalagens|PRIVADO
IND DE PAPEL PIRACICABA SA|1983-07-08|1986-12-23|CANCELADA|1986-12-23|7102|Papel e Celulose|PRIVADO
IND METALURGICA IGUACU SA|1976-05-05|2005-12-20|CANCELADA|2005-12-20|7218|Metalurgia e Siderurgia|PRIVADO
MASTER IND PLAST CEARENSE SA|1967-02-21|2007-01-09|CANCELADA|2007-01-09|7234|Petroquímicos e Borracha|PRIVADO
SEMER SA|1982-03-08|1985-05-06|CANCELADA|1985-05-06|7242|Metalurgia e Siderurgia|PRIVADO
IND TEXTIL JARITA SA|1980-11-20|2005-03-22|CANCELADA|2005-03-22|7269|Têxtil e Vestuário|PRIVADO
INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.|1983-03-30|2010-03-08|CANCELADA|2010-03-08|7277|Emp. Adm. Part. - Metalurgia e Siderurgia|PRIVADO
INDL ARTE TECNICA S.A.|1976-03-17|1989-01-24|CANCELADA|1989-01-24|7285|Metalurgia e Siderurgia|PRIVADO
INDL E COML BRAS SA INCOBRASA|1983-10-13|1988-01-11|CANCELADA|1988-01-11|7307|Alimentos|PRIVADO
INDS ALIMENTICIAS MAGUARY SA|1977-07-20|1992-03-13|CANCELADA|1992-03-13|7358|Alimentos|PRIVADO
INDS ARTEFAMA SA|1977-07-20|1993-06-24|CANCELADA|1993-06-24|7366|Construção Civil, Mat. Constr. e Decoração|PRIVADO
INDS C FABRINI SA|1977-07-20|1996-06-14|CANCELADA|1996-06-14|7374|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
INDS COELHO SA|1977-07-20|2010-01-04|CANCELADA|2010-01-04|7382|Alimentos|PRIVADO
INDS CHOCOLATE LACTA S/A|1977-07-20|1998-07-17|CANCELADA|1998-07-17|7390|Alimentos|PRIVADO
INDS JOSSAN SA|1977-10-20|1991-06-13|CANCELADA|1991-06-13|7404|Metalurgia e Siderurgia|PRIVADO
INDS KARINA SA|1977-07-20|2005-08-09|CANCELADA|2005-08-09|7412|Alimentos|PRIVADO
IKPC INDS KLABIN PAPEL CEL SA|1979-11-14|2001-12-28|CANCELADA|2001-12-28|7420|Papel e Celulose|PRIVADO
INDS MADEIRIT SA|1968-08-05|2010-01-04|CANCELADA|2010-01-04|7439|Construção Civil, Mat. Constr. e Decoração|PRIVADO
INDUSTRIAS MICHELETTO S/A|1968-09-17|2008-06-26|CANCELADA|2008-06-26|7447|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
INDS MINERVA SA|1977-07-20|2006-11-22|CANCELADA|2006-11-22|7455|Embalagens|PRIVADO
INDS QUIMICAS NORTE SA|1971-10-25|2005-08-09|CANCELADA|2005-08-09|7471|Petroquímicos e Borracha|PRIVADO
INDS ROMI DO NORDESTE SA|1965-10-14|1988-07-14|CANCELADA|1988-07-14|7501|Metalurgia e Siderurgia|PRIVADO
INDÚSTRIAS ROMI S.A.|1938-04-19||ATIVO|1938-04-19|7510|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
INDS SCHNEIDER SA|1982-08-23|2000-01-04|CANCELADA|2000-01-04|7528|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
INDS TEXTEIS BARBERO SA|1982-09-01|2008-03-18|CANCELADA|2008-03-18|7536|Têxtil e Vestuário|PRIVADO
TÊXTIL RENAUXVIEW S/A|1969-08-11||ATIVO|1969-08-11|7544|Têxtil e Vestuário|PRIVADO
COINVEST CIA. DE INV. INTERLAGOS|1969-09-05|2003-11-27|CANCELADA|2003-11-27|7552|Metalurgia e Siderurgia|PRIVADO
INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL|1980-01-22||ATIVO|1980-01-22|7595|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
IPLAC DO BR SA PLASTICOS INDL|1984-11-23|2004-06-24|CANCELADA|2004-06-24|7641|Petroquímicos e Borracha|PRIVADO HOLDING
IRMAOS DAVOLI SA IMP E COM|1977-07-20|1988-01-12|CANCELADA|1988-01-12|7650|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
IRPESA SA IND METALURGICA|1981-12-14|2005-03-22|CANCELADA|2005-03-22|7668|Metalurgia e Siderurgia|PRIVADO
ITAGUASSU AGRO INDUSTRIAL S/A|1982-12-30|1999-08-18|CANCELADA|1999-08-18|7692|Extração Mineral|PRIVADO
ITAMARATY FILTROS DE PAPEL SA|1981-08-28|1998-01-28|CANCELADA|1998-01-28|7706|Outras Atividades Industriais|PRIVADO
BRAMPAC SA|1956-03-14|2000-09-19|CANCELADA|2000-09-19|7714|Embalagens|PRIVADO
ITAPARICA SA EMPREEND TURIST|1978-12-22|2004-12-29|CANCELADA|2004-12-29|7722|Hospedagem e Turismo|PRIVADO HOLDING
ITAPIRUBA HOTEIS E TURISMO SA|1977-10-20|1989-07-18|CANCELADA|1989-07-18|7730|Hospedagem e Turismo|PRIVADO
ITAUTEC INFORMÁTICA S.A. - GRUPO ITAUTEC|1982-06-03|2006-06-01|CANCELADA|2006-06-01|7757|Comunicação e Informática|PRIVADO
J H SANTOS SA COM E INDUSTRIA|1977-07-20|2006-07-18|CANCELADA|2006-07-18|7765|Comércio (Atacado e Varejo)|PRIVADO
JAMYR VASCONCELLOS SA|1982-12-23|1989-02-10|CANCELADA|1989-02-10|7773|Comércio (Atacado e Varejo)|PRIVADO
JARAGUA FABRIL SA|1956-03-31|2010-01-04|CANCELADA|2010-01-04|7781|Têxtil e Vestuário|PRIVADO
JARAGUA SA IND MECANICAS|1981-08-28|1991-08-20|CANCELADA|1991-08-20|7790|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
JAU SA CONST E INCORPORADORA|1982-12-28|1987-02-02|CANCELADA|1987-02-02|7803|Construção Civil, Mat. Constr. e Decoração|PRIVADO
JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL|1977-07-20||ATIVO|2021-05-19|7811|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SUPERMERCADOS REAL SA|1977-07-20|1994-11-18|CANCELADA|1994-11-18|7820|Comércio (Atacado e Varejo)|PRIVADO
KALIL SEHBE SA IND VESTUARIO|1968-06-28|2005-12-20|CANCELADA|2005-12-20|7846|Têxtil e Vestuário|PRIVADO
KAUFMANN CACAU INDL E COML SA|1977-07-20|1992-03-06|CANCELADA|1992-03-06|7854|Alimentos|PRIVADO
KAURI SIGMA SA|1983-12-22|1991-06-03|CANCELADA|1991-06-03|7862|Petroquímicos e Borracha|PRIVADO
KEPLER WEBER SA|1980-12-15||ATIVO|1980-12-15|7870|Emp. Adm. Part. - Metalurgia e Siderurgia|PRIVADO
LAFER SA INDUSTRIA E COMERCIO|1977-07-20|1988-02-29|CANCELADA|1988-02-29|7927|Construção Civil, Mat. Constr. e Decoração|PRIVADO
LAMINACAO NACIONAL METAIS SA|1981-03-13|1985-06-18|CANCELADA|1985-06-18|7943|Metalurgia e Siderurgia|PRIVADO
LANIFICIO SEHBE SA IND E EXP|1938-03-28|2005-12-20|CANCELADA|2005-12-20|7951|Têxtil e Vestuário|PRIVADO
LAPSA LATICINIOS PERIZES SA|1977-07-20|2005-08-09|CANCELADA|2005-08-09|7960|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia)|1977-07-20|2015-06-18|CANCELADA|2015-06-18|7978|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
LEE SA IND DE CONFECCOES|1982-08-10|1987-11-13|CANCELADA|1987-11-13|8001|Têxtil e Vestuário|PRIVADO
LIDER TAXI AEREO SA|1977-07-20|1989-02-01|CANCELADA|1989-02-01|8010|Serviços Transporte e Logística|PRIVADO
LIGAS DE ALUMINIO SA LIASA|1977-10-20|2003-07-03|CANCELADA|2003-07-03|8028|Metalurgia e Siderurgia|PRIVADO
LION SA|1982-09-10|1988-05-19|CANCELADA|1988-05-19|8044|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
EDITORA LISA SA LIVROS IRRADT|1977-07-20|1987-08-13|CANCELADA|1987-08-13|8052|Gráficas e Editoras|PRIVADO
LIVRARIA DO GLOBO SA|1977-07-20|2011-02-17|CANCELADA|2011-02-17|8060|Comércio (Atacado e Varejo)|PRIVADO
LIVRARIA JOSE OLYMPIO EDITORA|1968-06-28|1984-10-15|CANCELADA|1984-10-15|8079|Gráficas e Editoras|PRIVADO
LOJAS AMERICANAS SA|1977-07-20|2021-12-10|CANCELADA|2021-12-10|8087|Comércio (Atacado e Varejo)|PRIVADO
LOJAS BRASILEIRAS SA LOBRAS|1977-07-20|1999-08-04|CANCELADA|1999-08-04|8109|Comércio (Atacado e Varejo)|PRIVADO
LOJAS HERING SA|1977-07-20|2019-05-10|CANCELADA|2019-05-10|8117|Têxtil e Vestuário|PRIVADO
LOJAS RENNER SA|1977-07-20||ATIVO|1977-07-20|8133|Comércio (Atacado e Varejo)|PRIVADO
LONAFLEX SA|1977-07-20|1990-07-17|CANCELADA|1990-07-17|8141|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
M DEDINI SA METALURGICA|1981-09-25|1990-09-12|CANCELADA|1990-09-12|8206|Metalurgia e Siderurgia|PRIVADO
M ROSCOE SA ENG IND E COMERCIO|1977-07-20|2002-02-07|CANCELADA|2002-02-07|8214|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MADEF SA INDUSTRIA E COMERCIO|1979-03-17|2010-09-23|CANCELADA|2010-09-23|8222|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
MADEIRA SINTETICA SA|1967-07-28|2005-08-09|CANCELADA|2005-08-09|8230|Construção Civil, Mat. Constr. e Decoração|PRIVADO
DURATEX MADEIRA AGLOMERADA SA|1982-09-10|1990-08-07|CANCELADA|1990-08-07|8257|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MADEZATTI SA|1982-07-09|1987-10-16|CANCELADA|1987-10-16|8273|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕES|1953-07-01|2005-12-20|CANCELADA|2005-12-20|8281|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MAFISA MALHARIA BLUMENAU SA|1986-06-05|1991-08-22|CANCELADA|1991-08-22|8303|Têxtil e Vestuário|PRIVADO
MAGNESITA SA|1969-01-15|2008-02-21|CANCELADA|2008-02-21|8311|Extração Mineral|PRIVADO
BUNGE FERTILIZANTES SA|1968-10-07|2002-10-08|CANCELADA|2002-10-08|8370|Petroquímicos e Borracha|PRIVADO
MANASA MADEIREIRA NACIONAL SA|1972-10-17|2006-03-27|CANCELADA|2006-03-27|8389|Reflorestamento|PRIVADO
MANGELS INDUSTRIAL S.A.|1971-12-28||ATIVO|1971-12-28|8397|Emp. Adm. Part. - Metalurgia e Siderurgia|PRIVADO
MANUFATURA DE  BRINQUEDOS ESTRELA SA|1968-06-28||ATIVO|2011-07-14|8427|Brinquedos e Lazer|PRIVADO
MAQUINAS PIRATININGA SA|1969-06-13|1993-02-19|CANCELADA|1993-02-19|8435|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
MARCOPOLO SA|1977-07-20||ATIVO|1977-07-20|8451|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
MARCOVAN SA|1977-07-20|2006-11-22|CANCELADA|2006-11-22|8460|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MARISOL SA|1976-05-21|2012-07-02|CANCELADA|2012-07-02|8486|Emp. Adm. Part. - Têxtil e Vestuário|PRIVADO
MECANICA PESADA SA|1966-05-07|1997-12-03|CANCELADA|1997-12-03|8516|Máquinas, Equipamentos, Veículos e Peças|PRIVADO HOLDING
MELAMINA ULTRA S.A. INDÚSTRIA  QUÍMICA|1971-10-20|2004-11-18|CANCELADA|2004-11-18|8524|Petroquímicos e Borracha|PRIVADO
MESBLA SA|1977-07-20|2007-01-09|CANCELADA|2007-01-09|8559|Comércio (Atacado e Varejo)|PRIVADO
MAHLE METAL LEVE S.A.|1977-07-20||ATIVO|1977-07-20|8575|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
METALAC SA IND E COMERCIO|1973-10-26|1999-02-02|CANCELADA|1999-02-02|8583|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
METALFLEX SA IND E COMERCIO|1971-07-08|1988-09-23|CANCELADA|1988-09-23|8591|Metalurgia e Siderurgia|PRIVADO
METALGRAFICA IGUACU SA|1968-09-02||ATIVO|1968-09-02|8605|Metalurgia e Siderurgia|PRIVADO
METALGRAFICA RIO INDL SA|1946-08-06|1990-05-02|CANCELADA|1990-05-02|8613|Metalurgia e Siderurgia|PRIVADO
METALON INDUSTRIAS REUNIDAS SA|1977-07-20|2010-01-04|CANCELADA|2010-01-04|8621|Metalurgia e Siderurgia|PRIVADO
WETZEL FUNDICAO DE FERRO SA|1973-12-17|1998-12-30|CANCELADA|1998-12-30|8630|Metalurgia e Siderurgia|PRIVADO HOLDING
METALURGICA DUQUE SA - EM RECUPERAÇÃO JUDICIAL|1971-11-26|2016-01-07|CANCELADA|2016-01-07|8648|Metalurgia e Siderurgia|PRIVADO
METALURGICA GERDAU SA|1968-05-17||ATIVO|1968-05-17|8656|Metalurgia e Siderurgia|PRIVADO
METALURGICA HASSMANN SA|1973-01-12|1992-06-10|CANCELADA|1992-06-10|8664|Metalurgia e Siderurgia|PRIVADO
IGUATEMI S.A.|1946-03-12||ATIVO|1946-03-12|8672|Emp. Adm. Part. - Telecomunicações|PRIVADO
METALURGICA MATARAZZO SA|1933-03-24|1988-08-30|CANCELADA|1988-08-30|8680|Metalurgia e Siderurgia|PRIVADO
METALURGICA MOCOCA SA|1981-12-22|1987-05-29|CANCELADA|1987-05-29|8699|Metalurgia e Siderurgia|PRIVADO
METANOR SA METANOL DO NE|1974-12-26||ATIVO|1974-12-26|8745|Petroquímicos e Borracha|PRIVADO
METISA METALÚRGICA  TIMBOENSE SA|1971-05-18||ATIVO|1971-05-18|8753|Metalurgia e Siderurgia|PRIVADO
METODO ENGENHARIA SA|1973-05-02|1986-09-19|CANCELADA|1986-09-19|8761|Construção Civil, Mat. Constr. e Decoração|PRIVADO
MINASMAQUINAS SA|1977-07-20||ATIVO|1977-07-20|8818|Máquinas, Equipamentos, Veículos e Peças|PRIVADO HOLDING
MINERACAO ARIPUANA SA|1969-06-17|1991-04-22|CANCELADA|1991-04-22|8834|Extração Mineral|PRIVADO
MOINHO DA LAPA SA|1977-07-20|1989-10-03|CANCELADA|1989-10-03|8869|Alimentos|PRIVADO
SANTISTA ALIMENTOS SA|1977-07-20|2000-12-01|CANCELADA|2000-12-01|8877|Alimentos|PRIVADO HOLDING
MOTORES BUFALO SA|1982-11-30|2005-12-20|CANCELADA|2005-12-20|8923|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
MOTORISTA UNIAO COML IMPORT SA|1977-07-20|1994-03-08|CANCELADA|1994-03-08|8931|Petróleo e Gás|PRIVADO
MOTORTEC INDUSTRIA AERONÁUTICA S.A.|1977-07-20|2006-03-21|CANCELADA|2006-03-21|8940|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
MOVEIS DE ACO ANGELO FG SA|1977-07-20|2006-11-22|CANCELADA|2006-11-22|8966|Construção Civil, Mat. Constr. e Decoração|PRIVADO
FIEL SA MOVEIS EQUIPS INDS|1977-07-20|1988-05-20|CANCELADA|1988-05-20|8974|Outras Atividades Industriais|PRIVADO
MASSA FALIDA DA MULLER IND E COMERCIO|1977-07-20|2007-11-13|CANCELADA|2007-11-13|8982|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
MULTITEXTIL SA|1980-11-20|1995-01-05|CANCELADA|1995-01-05|9008|Têxtil e Vestuário|PRIVADO
MULTIVIDRO SA|1977-07-20|1987-05-07|CANCELADA|1987-05-07|9016|Extração Mineral|PRIVADO
MUNDIAL ARTEFATOS DE COURO SA|1977-07-20|2005-03-22|CANCELADA|2005-03-22|9032|Têxtil e Vestuário|PRIVADO
NADIR FIGUEIREDO S.A|1977-07-20|2020-04-16|CANCELADA|2020-04-16|9040|Comércio (Atacado e Varejo)|PRIVADO
NAKATA SA IND E COMERCIO|1977-07-20|1998-11-18|CANCELADA|1998-11-18|9059|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SUZANO HOLDING S.A.|1982-03-11||ATIVO|1982-03-11|9067|Emp. Adm. Part. - Papel e Celulose|PRIVADO
NITROCARBONO SA|1972-11-23|2003-03-31|CANCELADA|2003-03-31|9075|Petroquímicos e Borracha|PRIVADO
NORDON INDS METALURGICAS SA|1956-08-23||ATIVO|1956-08-23|9083|Metalurgia e Siderurgia|PRIVADO
NOVOTEL HOTELARIA TURISMO SA|1982-08-19|1985-02-27|CANCELADA|1985-02-27|9164|Hospedagem e Turismo|PRIVADO
NUTRICIA SA PRODS DIETS NUTLS|1982-11-24|1991-05-09|CANCELADA|1991-05-09|9172|Alimentos|PRIVADO
NYLONSUL TEXTIL A M SCHMALZ SA|1970-11-13|2005-03-22|CANCELADA|2005-03-22|9180|Têxtil e Vestuário|PRIVADO
OLVEBRA SA|1977-07-20|2010-01-04|CANCELADA|2010-01-04|9245|Alimentos|PRIVADO HOLDING
ORION SA|1980-10-03|2000-09-05|CANCELADA|2000-09-05|9261|Petroquímicos e Borracha|PRIVADO
ORNIEX SA|1968-09-24|1995-07-14|CANCELADA|1995-07-14|9270|Petroquímicos e Borracha|PRIVADO
OXITENO NORDESTE SA INDÚSTRIA E COMÉRCIO|1981-05-20|2002-05-22|CANCELADA|2002-05-22|9296|Petroquímicos e Borracha|PRIVADO
PALMASA AZULEJOS VARZEA PALMA|1970-10-30|1993-10-29|CANCELADA|1993-10-29|9318|Extração Mineral|PRIVADO
PANAMBRA SUL RG SA REV VEICS|1977-07-20|1989-12-21|CANCELADA|1989-12-21|9326|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
PANEX SA INDUSTRIA E COMERCIO|1949-01-27|1991-03-06|CANCELADA|1991-03-06|9334|Metalurgia e Siderurgia|PRIVADO
DIMED SA DISTRIBUIDORA DE MEDICAMENTOS|1977-07-20||ATIVO|1977-07-20|9342|Comércio (Atacado e Varejo)|PRIVADO
PAO AMERICANO IND E COM SA|1977-07-20|1989-07-31|CANCELADA|1989-07-31|9350|Alimentos|PRIVADO
PARAMOUNT LANSUL SA|1971-10-04|2004-12-31|CANCELADA|2004-12-31|9377|Têxtil e Vestuário|PRIVADO
PARANA EQUIPAMENTOS SA|1977-07-20|2000-10-16|CANCELADA|2000-10-16|9385|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
PARANAPANEMA SA|1977-07-20||ATIVO|1977-07-20|9393|Metalurgia e Siderurgia|PRIVADO
PERDIGAO AGROINDUSTRIAL SA|1981-12-04|1995-11-23|CANCELADA|1995-11-23|9431|Alimentos|PRIVADO
PERDIGAO AGROINDUSTRIAL SA|1980-11-10|1995-12-18|CANCELADA|1995-12-18|9440|Alimentos|PRIVADO
PERDIGAO COUROS SA|1979-11-27|1985-08-05|CANCELADA|1985-08-05|9458|Têxtil e Vestuário|PRIVADO
PERFUMARIAS PHEBO SA|1971-01-01|1990-07-20|CANCELADA|1990-07-20|9474|Farmacêutico e Higiene|PRIVADO
PERSIANAS COLUMBIA SA|1971-07-16|1992-09-14|CANCELADA|1992-09-14|9482|Metalurgia e Siderurgia|PRIVADO
PERSICO PIZZAMIGLIO SA|1980-02-13|2010-01-04|CANCELADA|2010-01-04|9490|Metalurgia e Siderurgia|PRIVADO
PESCANOVA SA COM IND|1972-03-24|1986-06-18|CANCELADA|1986-06-18|9504|Pesca|PRIVADO
PETROLEO LUB DO NORDESTE SA|1975-10-24||ATIVO|1975-10-24|9520|Petróleo e Gás|PRIVADO
PETTENATI SA IND TEXTIL|1981-02-04||ATIVO|1981-02-04|9539|Têxtil e Vestuário|PRIVADO
PINA INTERC COML INDL PESCA SA|1981-05-20|2010-01-04|CANCELADA|2010-01-04|9571|Pesca|PRIVADO
PINCEIS TIGRE SA|1973-10-29|1988-02-09|CANCELADA|1988-02-09|9580|Outras Atividades Industriais|PRIVADO
PIRAMIDES BRASILIA SA IC|1963-01-22|2005-12-20|CANCELADA|2005-12-20|9598|Petroquímicos e Borracha|PRIVADO
POLIALDEN PETROQUIMICA SA|1974-11-13|2006-05-31|CANCELADA|2006-05-31|9636|Petroquímicos e Borracha|PRIVADO
POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO|1977-10-20|2008-11-03|CANCELADA|2008-11-03|9644|Petroquímicos e Borracha|PRIVADO
POLIOLEFINAS SA|1982-05-28|1988-08-17|CANCELADA|1988-08-17|9660|Petroquímicos e Borracha|PRIVADO
POLIPROPILENO SA|1984-02-15|2005-12-15|CANCELADA|2005-12-15|9679|Petroquímicos e Borracha|PRIVADO
POLITENO IND E COMERCIO SA|1987-06-05|2007-04-02|CANCELADA|2007-04-02|9687|Petroquímicos e Borracha|PRIVADO
POLYNOR SA IC FIBS SINTS DA PB|1971-09-30|2005-03-22|CANCELADA|2005-03-22|9695|Têxtil e Vestuário|PRIVADO
PORCELANA SCHMIDT SA|1968-11-13|2001-05-28|CANCELADA|2001-05-28|9709|Extração Mineral|PRIVADO
PORTUENSE FERRAGENS S/A|1977-07-20||ATIVO|2001-03-31|9717|Construção Civil, Mat. Constr. e Decoração|PRIVADO
PREMESA SA IND E COMERCIO|1972-08-10|1994-10-05|CANCELADA|1994-10-05|9725|Metalurgia e Siderurgia|PRIVADO
PRODUTOS QUIMICOS ELEKEIROZ SA|1969-11-04|1995-04-12|CANCELADA|1995-04-12|9750|Petroquímicos e Borracha|PRIVADO
PROMETAL PRODS METALURGICOS SA|1980-09-17|2005-03-22|CANCELADA|2005-03-22|9768|Metalurgia e Siderurgia|PRIVADO
PROMON ENGENHARIA SA|1980-09-12|1988-09-29|CANCELADA|1988-09-29|9776|Construção Civil, Mat. Constr. e Decoração|PRIVADO
PRONOR PETROQUIMICA SA|1976-12-23|2011-05-16|CANCELADA|2011-05-16|9784|Emp. Adm. Part. - Embalagens|PRIVADO
PROPASA PRODS DE PAPEL SA|1982-06-30|2007-08-07|CANCELADA|2007-08-07|9792|Gráficas e Editoras|PRIVADO
ARAPUA IMPORTACAO COMERCIO SA|1977-07-20|1996-10-10|CANCELADA|1996-10-10|9806|Comércio (Atacado e Varejo)|PRIVADO
PROSPEC SA PROSPECCAO AEROLEV|1977-07-20|1990-10-09|CANCELADA|1990-10-09|9814|Serviços Diversos|PRIVADO
QUEIROZ COMERCIO E PARTS SA|1977-07-20|1988-09-28|CANCELADA|1988-09-28|9830|Construção Civil, Mat. Constr. e Decoração|PRIVADO
QUIMBRASIL QUIM INDL BRAS SA|1983-06-28|1990-10-09|CANCELADA|1990-10-09|9849|Petroquímicos e Borracha|PRIVADO
QGN PARTICIPAÇÕES SA|1982-07-29|2012-08-14|CANCELADA|2012-08-14|9857|Emp. Adm. Part. - Petroquímicos e Borracha|PRIVADO
QUIMISINOS SA|1984-12-13|2005-03-22|CANCELADA|2005-03-22|9881|Petroquímicos e Borracha|PRIVADO
RACHID ABDALLA SA IND E COM|1979-06-11|2006-03-21|CANCELADA|2006-03-21|9903|Alimentos|PRIVADO
RACIONAL ENGENHARIA SA|1982-07-08|1987-11-23|CANCELADA|1987-11-23|9911|Construção Civil, Mat. Constr. e Decoração|PRIVADO
IND MASSAS E BISCOITOS ALCOBAÇA SA|1977-07-20|1988-01-12|CANCELADA|1988-01-12|9920|Alimentos|PRIVADO
RANDON NORDESTE SA VEICS IMPLS|1977-07-20|1996-02-16|CANCELADA|1996-02-16|9938|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
RANDON SA VEICULOS IMPLEMENTOS|1977-07-20|1993-04-27|CANCELADA|1993-04-27|9946|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
REALCAFE SOLUVEL DO BRASIL S/A|1977-07-20|2000-04-13|CANCELADA|2000-04-13|9962|Alimentos|PRIVADO
RAN REF ACUCAR NORTE SA|1977-07-20|2010-01-04|CANCELADA|2010-01-04|9970|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
REFINARIA PET MANGUINHOS SA|1970-05-14||ATIVO|1970-05-14|9989|Petróleo e Gás|PRIVADO
REFINARIA PET IPIRANGA SA|1963-08-11|2008-07-17|CANCELADA|2008-07-17|9997|Petróleo e Gás|PRIVADO
ELECTROLUX DO BRASIL SA|1966-05-12|2004-07-27|CANCELADA|2004-07-27|10006|Metalurgia e Siderurgia|PRIVADO
REMA SA|1983-02-22|1988-09-06|CANCELADA|1988-09-06|10022|Têxtil e Vestuário|PRIVADO
RENNER HERRMANN SA|1968-08-19|2002-08-12|CANCELADA|2002-08-12|10030|Petroquímicos e Borracha|PRIVADO
RICASA ROLANDIA IC E AGRI SA|1963-08-17|2005-03-22|CANCELADA|2005-03-22|10073|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
RIO GRANDE CIA CEL DO SUL|1982-10-04|1986-04-10|CANCELADA|1986-04-10|10081|Papel e Celulose|PRIVADO
RIO OTHON PALACE HOTEL SA|1973-11-30|1994-02-18|CANCELADA|1994-02-18|10090|Hospedagem e Turismo|PRIVADO
RIPASA SA CELULOSE E PAPEL|1982-11-24|2006-08-28|CANCELADA|2006-08-28|10103|Papel e Celulose|PRIVADO
RIZZO SA IND ALIM|1971-06-22|1985-10-30|CANCELADA|1985-10-30|10111|Alimentos|PRIVADO
RODOVIARIA SA IND IMPLS TRANSP|1977-07-20|1993-04-19|CANCELADA|1993-04-19|10120|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
RUBERTEX COM E INDUSTRIA SA|1977-07-20|2005-03-22|CANCELADA|2005-03-22|10170|Petroquímicos e Borracha|PRIVADO
SA BRASILEIRA IND OTICA SABIO|1977-07-20|2005-08-09|CANCELADA|2005-08-09|10189|Máquinas, Equipamentos, Veículos e Peças|PRIVADO
SA CONFECCOES BRAS SABRA|1976-10-21|1999-04-20|CANCELADA|1999-04-20|10197|Têxtil e Vestuário|PRIVADO
SA ENGEFUSA|1977-07-20|2005-12-20|CANCELADA|2005-12-20|10219|Construção Civil, Mat. Constr. e Decoração|PRIVADO
SA FABRICA PRODS ALIMCS VIGOR|1984-02-21|2009-02-20|CANCELADA|2009-02-20|10227|Alimentos|PRIVADO
MASSA FALIDA DA SA IND E COMERCIO CHAPECO|1979-11-30||ATIVO|1979-11-30|10243|Alimentos|PRIVADO
NOVA ALIANCA SA|1977-07-20|2005-11-29|CANCELADA|2005-11-29|10251|Agricultura (Açúcar, Álcool e Cana)|PRIVADO
SA MINERACAO DA TRINDADE|1969-09-16|2000-10-16|CANCELADA|2000-10-16|10260|Extração Mineral|PRIVADO
SADIA AVICOLA SA|1975-03-12|1987-05-21|CANCELADA|1987-05-21|10308|Alimentos|PRIVADO
SADIA CONCORDIA SA IND E COM|1977-07-20|1998-08-27|CANCELADA|1998-08-27|10316|Alimentos|PRIVADO
SADIA SA|1981-12-17|2000-12-29|CANCELADA|2000-12-29|10332|Alimentos|PRIVADO
SALGEMA INDS QUIMICAS SA|1983-08-01|1996-12-23|CANCELADA|1996-12-23|10367|Petroquímicos e Borracha|PRIVADO
